"","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt8_sd1.1","QCt9_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1"
"72",19.3032730754953,1.15294506959764,6.2503809718324,12.3028582631688,8.81425021480731,18.2781013022505,94.0975688867763,35.9954610630761,0.00010553026347794,0.0690182103666102,-0.06171192848931,0.0402119712676299,0.108990998829958,-0.012799442383623,-0.0141893649422721,-0.0148800726228769,-0.0160974724891589,-0.016849927661121,39.3262882207231,20.5455844577276,50.7817910629031,64.8842379919517,57.8640627638308,39.6358346644401,39.7937594897195,5.90280276646765,9.83766169347698,20.5285312355646,3.65461253343451,31.5572863275484,30.229188254474,8.2330755422799,23.3766333828364,0.570289313749275,9.34258706542314,37.0179681666475,8.84015690545192,51.586425473805,110.292807226603,16.0453435937242,16.0453435937242,2.43103111652723,13.34932991373,19.0723144022935,2.93146997423774,7.06333507154114,4.60691324712499,4.42060088076435
"84",10.1805330256716,0.9314879204352,5.2253193669361,4.0356824606982,7.9163616532227,3.397212431082,85.763950408885,35.5829341702706,-0.00088060655092898,0.00242951179388995,0.13698430868973,0.10886797942812,0.0935650486609689,0.0237815372817349,0.013774479864621,0.0114773501482429,0.010031276763549,0.00841290789068005,39.3853118210333,25.6168617071384,52.4752057049048,66.024330177073,58.0151327835438,43.8147221368965,45.1649166290596,6.36444883641545,11.0605817752113,18.3185591329842,3.36181268898739,31.1426071637896,30.4356370373529,8.29954763790836,19.2801688564112,1.05372868006533,8.38227026636743,31.3695654140895,7.91424872908813,52.3035335932602,108.682549528638,15.8452289256519,15.8452289256519,2.1764082240544,9.78290622408995,15.4614075630974,3.63789107704879,4.3469505425366,4.16570083842688,3.70804948043338
"96",4.862957191356,0.37987891959028,5.013276846952,2.18382683233951,7.1420456610718,0.974238224185001,83.486100687747,33.386260892126,0.0005893712624226,0.0410632676432399,0.00462144629942984,0.0115892666740001,0.0109476378448401,0.014792128296885,0.0123644898099601,0.0115024543155821,0.011439566170355,0.011329462933982,42.9029557310182,19.4879629199141,53.2599941927288,65.6656103573799,56.4428257367249,44.5733379589504,44.0485112829609,5.29957085502095,11.5838933660402,17.5708702836473,2.99698400712858,30.2857238050327,28.789732845725,7.88314608786669,16.8997478295025,1.05466637377196,7.63070445969029,28.8652390593002,7.11676391257982,52.2298153372993,103.744306556869,15.1887456028227,15.1887456028227,1.95711176938563,10.9478334914602,16.4324406763127,3.11116924657939,5.47967836853464,4.03268206378286,3.93995073630917
"721",6.5594337882382,3.33568881130649,5.490864418882,20.7116446719704,8.92341484470482,25.387761199455,115.601534465348,42.4741430678482,-0.00342818908525682,-0.017942955451371,0.15171484561536,0.17081479187423,0.20758975327901,0.0335491909210091,0.033408002059383,0.030930101646097,0.030444793173002,0.0299061298001529,56.9893785686469,29.6902008391322,74.3070173347633,97.0534441621679,74.1943398941294,68.2022236719806,70.660579173533,26.2063412298676,17.3663502360217,24.7097937322933,3.84938575953171,35.0248308925114,38.5222848830418,5.04299430782706,14.1328588885148,1.52679714491168,12.8947182388958,42.5699352055908,8.87224901851324,67.9913055352999,135.36082421172,9.63959142727334,9.63959142727334,2.4398792523589,11.0979150532771,16.9596214345292,2.54581901300238,3.92133994720729,4.56618552317732,4.58272631751319
"841",1.4828464699466,3.59012826807201,3.9436253020565,9.9046778891779,7.4455015667842,8.17714737096898,101.059904821942,39.0520610014991,-0.00010729288014638,0.0105925696107591,-0.000392578497500073,0.0094345947060599,0.0196519311406802,0.042352202019508,0.0406515020664331,0.0408015822400519,0.039931764099519,0.038805807098926,54.1839292744785,31.5908584037835,74.0965651266281,93.7825420144869,67.3295780655285,71.557912897063,72.4432868923353,26.9863157130741,21.3198008827968,20.9652836111242,3.19951569960215,31.6260818375898,34.4145207553383,4.53057071261251,14.0147629801679,2.1524118294448,11.5671067920453,34.0663601623138,7.30420921913228,60.010517241769,119.994957465974,8.56426026091983,8.56426026091983,2.00866768666157,8.37867013149427,13.4532363795936,2.77577333234876,2.57407209636941,3.83395186817789,3.56905395400964
"961",-1.0398553213611,3.14174332303092,0.955191523767901,6.259375155425,6.4009984259623,4.68407146801201,86.306706673041,32.203525103641,-0.00050632115047588,-0.082789609228614,-0.0232751193795799,0.02632106610239,0.0330301905041999,0.037144325129278,0.03947702593558,0.0416969247574381,0.0427481226825599,0.0435613447804,57.6755847526412,31.5102561634573,70.1876783582571,85.3478050051693,60.0881760317733,61.2668768275337,58.9196462555893,21.0413405842611,19.3750279491136,19.2650871240163,2.64842172400091,28.394030157166,29.5312546961824,3.90759203578464,13.8233451303471,2.78475914308464,9.37861887226199,30.8583754946423,6.04169423938219,53.6788711586115,102.941975381962,7.37809230464884,7.37809230464884,1.66146855049562,7.24688669995851,11.2370337236454,2.04196313516097,2.4524713826754,3.13861934101272,3.00146357558139
"722",14.6862883255583,4.83486752140026,4.5835859259784,9.9169082922262,5.50559463778797,54.13403656556,141.068349157682,59.4309239255141,0.00392372792614948,0.28187729009877,0.21073481568106,0.10215119586206,-0.0140521002604002,0.00595700217476991,-0.00562695749927999,-0.01018096432275,-0.01321770958733,-0.01566630008772,68.9765371332468,52.7285048214096,79.4449381493734,107.136405122006,85.2935029439597,38.2142868147105,30.2861330036655,6.94152734255231,13.4168072198752,25.1801962097819,2.41655864303838,54.5999762478451,50.8543137516406,13.3294772598551,21.4365125038644,0.862741896062595,14.7283736007623,39.0647019361618,5.43776951925273,79.2221143654571,172.497797657664,25.2653290712708,25.2653290712708,1.49538930219984,20.2355932507384,31.2939944160069,5.99275711148016,8.75196908141227,7.62305841412492,7.88202718080536
"842",10.3531745180435,4.56070110107034,3.9506578638222,5.82200565048561,4.8250098731755,21.424526467941,124.718381316447,56.112047104263,-0.00207472559436969,0.05199551555254,0.0902790214402298,0.11134129966124,0.15121710270192,0.32143238713158,0.33162468966548,0.12037734231824,0.07783771561506,0.0682671607054299,73.8362514056748,41.1458962574918,90.9780445043037,104.440102759159,88.8206200423181,41.757411717739,35.1991126903993,7.05142331352934,12.3734536442135,24.3974294836114,2.12860536884385,50.5357184269449,48.4638739339696,12.2064509679857,17.9789717026348,1.7950386377585,15.6576812480336,36.4444628291269,4.75312831292961,79.9892192647202,164.903639418691,22.8362558554969,22.8362558554969,1.30712273665217,13.8415381269007,23.8349395410958,6.6352077083437,4.20313493786419,6.47627207818302,6.12751890765355
"962",6.3031829087989,2.1737339929754,3.2731446532544,5.52531409915669,4.4315370134692,10.989833240194,106.392708663873,50.406086494109,0.00277712966283074,-0.0205932010685999,0.0259543303806202,0.02766348587495,-0.0138229977473801,-0.15748680211847,-0.22021909374874,-0.01130621077434,0.02783210486459,0.03344522390062,74.7379755514575,39.6395446996692,77.305086718535,94.6349831595749,72.948771231479,42.7271872528081,36.547189234415,6.54916367207859,10.9259567693653,23.7297446659193,1.89466346890633,44.0791141840681,40.7862016247381,10.9959609688649,17.2096930842662,1.47900011232926,13.8691826409048,34.3446671024275,4.2353438539459,67.6005128100718,138.105290211271,20.6195122190373,20.6195122190373,1.16471903003552,13.6613479878331,22.4388718956354,6.34816318995439,5.04455678001404,5.38393799933101,6.08186098870476
"723",14.7335189901823,1.24509244053681,6.1627075223545,14.2841611298489,10.938702711362,44.315677008621,142.683901812579,51.3637829324667,0.00903919413302403,-0.47505040323838,-0.00233140950744981,0.0115663290005601,-0.00892189528938991,0.000197854215350013,0.00332625056942004,0.00227279818576998,0.000788430036949839,-0.00069538127924007,54.4024503760962,22.602971859867,78.3660983526424,85.3410915607113,77.3502219727371,58.8631251599142,61.3125005431043,17.3719338184306,14.693325347021,23.1353661335927,4.74727345503932,36.4636263114591,47.2437332441268,8.03564018265538,19.5945779951103,0.554748657361998,8.93298336684969,36.4537120060682,11.056601169429,72.4094113729605,166.867234499339,15.3732355255229,15.3732355255229,3.0405662443366,17.7614757317533,30.8119867114452,8.86060299951011,3.22954766215015,11.120508507388,7.16996155418599
