 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2011,         1.1179,       650.9821,       269.5692,       379.5711,       437.3248,         0.0033,       647.3796,        56.8576,       367.4103,       393.4727,       159.4782,        22.0182,        88.0727,       166.6959,       161.5990,       178.1562,       275.1559,       268.0335,       467.5386,     83418.0859,     72082.1562,       160.2847,        22.4857,        88.4280,       268.2392,        22.3343,       353.1922,       376.2907,        18.4376,        28.3595,        40.6509,         4.0416,         9.8829,         0.0000,        10.2434,         8.2332,
   2012,         1.1154,       702.7596,       281.6486,       421.3281,       413.1512,         0.0000,       660.5292,        65.5676,       376.6988,       400.9477,       165.3983,        23.2500,        93.0001,       172.3838,       162.1732,       181.5004,       269.6601,       265.2467,       463.9331,     83163.4219,     72160.9141,       165.7537,        22.4512,        89.5397,       250.9102,        20.9197,       331.8230,       355.4350,        17.4862,        24.7411,        36.8218,         4.6817,         8.5175,         0.5851,         8.5985,         7.6250,
   2013,         1.1215,       593.7814,       267.5512,       327.9367,       387.5701,         0.0000,       586.8200,        50.8358,       294.8362,       401.6519,       158.8812,        21.7341,        86.9363,       164.3282,       161.4289,       178.8807,       281.1251,       264.5262,       463.8658,     82936.4688,     72230.4062,       158.0080,        22.7988,        90.2233,       243.6956,        19.4314,       308.5800,       329.5534,        16.2744,        23.6016,        34.5037,         3.6219,         8.3539,         0.0000,         8.1681,         7.0796,
   2011,         1.1162,       650.2296,       269.2479,       379.0890,       435.0060,         0.0032,       647.3796,        56.7814,       367.3691,       393.4932,       159.2449,        22.0006,        88.0025,       166.4142,       160.9064,       177.9849,       274.7266,       263.0570,       464.8935,     82699.9219,     72305.8594,       160.0139,        22.3894,        88.3432,       267.8178,        21.9209,       351.1996,       373.0634,        18.4960,        28.1839,        40.4323,         4.0384,         9.8072,         0.0000,        10.1708,         8.2059,
   2012,         1.1140,       702.0212,       281.3807,       420.7721,       410.9452,         0.0000,       660.5292,        65.4866,       376.6501,       400.9819,       165.1882,        23.2385,        92.9540,       172.1246,       161.5578,       181.3473,       269.2674,       260.5913,       461.3387,     82453.3359,     72384.7891,       165.5045,        22.3660,        89.4652,       250.5431,        20.5535,       329.9704,       352.3899,        17.5413,        24.5943,        36.6267,         4.6497,         8.4033,         0.5747,         8.6085,         7.5825,
   2013,         1.1207,       593.4329,       267.4494,       327.7235,       385.6108,         0.0000,       586.8200,        50.8008,       294.8018,       401.6760,       158.8301,        21.7239,        86.8954,       164.1729,       160.8843,       178.7563,       280.7724,       260.1523,       461.3128,     82230.9688,     72455.8906,       157.8584,        22.7219,        90.1607,       243.3911,        19.1114,       306.8895,       326.7287,        16.3254,        23.5377,        34.3266,         3.6540,         8.3458,         0.0000,         8.1657,         7.0262,
   2011,         1.1153,       649.8704,       269.0824,       378.9008,       432.7778,         0.0032,       647.3796,        56.7449,       367.3504,       393.5008,       159.1132,        21.9939,        87.9755,       166.2845,       160.4281,       177.8816,       274.4608,       258.9587,       462.3952,     81990.6016,     72539.1875,       159.8892,        22.3228,        88.2918,       267.5607,        21.5804,       349.3233,       369.8654,        18.5537,        28.0130,        40.2295,         3.9650,         9.7425,         0.0000,        10.1001,         8.1705,
   2012,         1.1134,       701.7016,       281.2570,       420.6591,       408.9865,         0.0000,       660.5292,        65.4521,       376.6262,       400.9988,       165.1038,        23.2307,        92.9227,       172.0080,       161.1316,       181.2608,       269.0512,       256.7722,       458.9105,     81750.7656,     72614.0781,       165.3922,        22.3070,        89.4226,       250.3427,        20.2531,       328.2408,       349.3704,        17.5959,        24.5026,        36.4471,         4.6723,         8.4116,         0.6186,         8.5301,         7.5608,
   2013,         1.1194,       592.9717,       267.1688,       327.4186,       383.7441,         0.0000,       586.8200,        50.7547,       294.7761,       401.6923,       158.5886,        21.7160,        86.8642,       164.0118,       160.5056,       178.6805,       280.5714,       256.5633,       458.9408,     81523.5312,     72686.1406,       157.7034,        22.6685,        90.1225,       243.2149,        18.8485,       305.3131,       323.9293,        16.3759,        23.3593,        34.1626,         3.6030,         8.2619,         0.0000,         8.0952,         7.0022,
   2014,         1.1111,       631.8078,       264.8600,       366.4374,       457.2186,         0.0000,       661.7982,        50.3860,       334.8891,       424.1981,       156.9615,        21.5798,        86.3191,       164.5037,       159.8593,       176.9498,       271.5436,       255.3915,       458.9059,     81288.3984,     72759.9375,       158.1767,        22.3237,        88.2041,       279.7126,        22.6925,       374.9753,       396.2749,        20.1148,        34.0270,        47.4438,         4.4970,        10.7048,         0.0000,        14.1709,         9.1514,
   2015,         1.4050,       794.6422,       388.4760,       403.3924,       524.9391,         0.0512,       717.0987,       100.0996,       488.7574,       342.5491,       218.6774,        33.9596,       135.8386,       182.9650,       164.8736,       196.0944,       245.3794,       249.7182,       447.4447,     80996.7031,     72842.7969,       175.9232,        21.0693,        90.1153,       298.7868,        26.5731,       436.7256,       473.1882,        24.1418,        38.0185,        57.0289,         7.0146,        10.2771,         0.0000,        16.4701,        11.2713,
   2016,         1.6699,       902.7345,       478.3468,       413.1404,       613.6123,         0.0547,       697.7492,       170.8893,       704.0971,       159.9451,       267.3137,        42.2067,       168.8268,       237.9470,       181.1685,       248.0116,       228.8306,       239.7914,       430.6570,     80612.8281,     72969.3906,       228.7910,        23.5289,       115.1264,       340.1303,        30.6923,       505.5627,       564.9427,        29.0068,        41.6060,        65.8091,        10.9958,        11.2120,         2.7126,        17.6140,        12.7800,
   2017,         1.8050,       984.0738,       500.9240,       477.0598,       537.8658,         0.0004,       640.8001,       204.7595,       835.8710,         3.0698,       282.8209,        43.6206,       174.4824,       273.6962,       201.1772,       301.1980,       268.5405,       232.1092,       429.3833,     80236.7578,     73090.3750,       263.1672,        23.5969,       126.1366,       324.0855,        23.4750,       400.2420,       444.9392,        22.9848,         8.1514,        33.9084,        24.3412,         1.0961,        14.4834,         2.2946,         4.7607,
   2018,         1.7460,       847.1790,       444.3681,       402.0344,       575.5131,         0.0339,       634.2989,       199.2978,       716.2326,        19.5375,       257.6323,        37.3470,       149.3881,       276.8701,       218.3835,       335.5808,       316.2872,       228.7083,       451.2187,     79911.1016,     73181.7344,       266.2162,        25.1468,       138.2783,       384.7716,        23.7808,       431.8889,       451.9302,        23.4728,        14.8634,        43.0662,        20.6311,         2.1314,        10.9327,         6.2551,         6.4769,
