 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2012,         1.0727,       680.6085,       272.7446,       407.7735,       408.1150,         0.0000,       660.5292,        63.1579,       374.6114,       352.9655,       158.7188,        22.8051,        91.2203,       164.8324,        97.8400,       179.2700,       261.8170,       277.7870,       460.8049,     83886.5234,     71914.0547,       158.4928,        22.2606,        87.2230,       241.4045,        21.7088,       326.5167,       355.2000,        17.2660,        22.5913,        35.2531,         5.7577,         7.6263,         1.4112,         7.7225,         7.2424,
   2013,         1.0734,       575.5771,       256.7923,       320.2593,       383.7305,         0.0000,       586.8200,        49.0297,       293.2323,       367.6397,       151.3669,        21.0851,        84.3405,       157.3083,        96.7256,       176.5175,       273.2227,       276.2200,       460.8055,     83662.7656,     71991.5234,       151.2578,        22.7032,        88.7735,       235.9195,        20.2021,       305.2746,       331.0605,        16.1536,        22.5710,        33.4655,         3.7797,         7.6739,         0.0000,         8.1024,         6.7947,
   2011,         1.0695,       629.5533,       259.6253,       368.6157,       427.8598,         0.0029,       647.3796,        54.6915,       364.8998,       359.7417,       152.2827,        21.4686,        85.8743,       158.9661,        95.8022,       174.9569,       266.6821,       273.8057,       461.7724,     83418.8750,     72066.3438,       152.8523,        21.8992,        85.5748,       257.2949,        22.5661,       344.9524,       372.1378,        18.2296,        26.7963,        38.8791,         4.3490,         9.3225,         0.3970,         9.6608,         7.8129,
   2012,         1.0712,       679.8655,       272.4686,       407.0461,       405.7979,         0.0000,       660.5292,        63.0779,       374.5596,       353.0213,       158.4983,        22.7940,        91.1762,       164.5801,        96.4912,       179.1456,       261.3879,       270.2884,       458.2726,     83167.8438,     72142.6328,       158.2498,        21.9533,        87.1642,       241.0105,        21.1235,       324.7283,       352.1684,        17.3205,        22.4525,        35.0577,         5.7294,         7.5451,         1.4038,         7.7553,         7.1521,
   2013,         1.0732,       575.4275,       256.8659,       320.2087,       381.5726,         0.0000,       586.8200,        49.0146,       293.2069,       367.6649,       151.4539,        21.0824,        84.3297,       157.2145,        95.6470,       176.4177,       272.8710,       269.0348,       458.2226,     82939.4531,     72213.8750,       151.1675,        22.4501,        88.7237,       235.6200,        19.6779,       303.5699,       328.2321,        16.2042,        22.5144,        33.2835,         3.7373,         7.6251,         0.0000,         8.1792,         6.7101,
   2011,         1.0690,       629.3279,       259.4973,       368.5377,       425.6552,         0.0029,       647.3796,        54.6690,       364.8918,       359.7444,       152.1696,        21.4656,        85.8624,       158.8968,        94.9467,       174.8879,       266.4640,       266.9742,       459.2154,     82708.1250,     72291.3516,       152.7853,        21.7032,        85.5412,       257.0888,        22.0040,       343.0547,       368.9582,        18.2865,        26.5039,        38.6733,         4.3582,         9.2871,         0.3902,         9.4157,         7.8011,
   2012,         1.0708,       679.6157,       272.3825,       406.8607,       403.7215,         0.0000,       660.5292,        63.0511,       374.5413,       353.0399,       158.4266,        22.7912,        91.1649,       164.4948,        95.8077,       179.0920,       261.2235,       263.8430,       455.7784,     82458.0547,     72367.6875,       158.1677,        21.7976,        87.1386,       240.8606,        20.6208,       322.9662,       349.1594,        17.3744,        22.3851,        34.8760,         5.6944,         7.5027,         1.3464,         7.7305,         7.1518,
   2013,         1.0731,       575.3541,       256.8717,       320.0794,       379.7255,         0.0000,       586.8200,        49.0072,       293.1973,       367.6756,       151.4700,        21.0803,        84.3211,       157.1772,        95.1018,       176.3762,       272.7379,       262.9329,       455.7666,     82236.1797,     72435.6406,       151.1319,        22.3223,        88.7029,       235.5076,        19.2326,       301.9489,       325.4278,        16.2544,        22.3548,        33.1159,         3.7392,         7.5771,         0.0000,         8.0458,         6.7319,
   2011,         1.0694,       629.4731,       259.6187,       368.6525,       423.5077,         0.0029,       647.3796,        54.6835,       364.8947,       359.7448,       152.2769,        21.4684,        85.8737,       158.9329,        94.5147,       174.8636,       266.3924,       261.2375,       456.8059,     81995.2188,     72510.4688,       152.8202,        21.6042,        85.5289,       257.0221,        21.5326,       341.2615,       365.8065,        18.3428,        26.3266,        38.4823,         4.2906,         9.2293,         0.3967,         9.3349,         7.7625,
   2012,         1.0709,       679.6874,       272.4038,       406.9409,       401.8056,         0.0000,       660.5292,        63.0588,       374.5480,       353.0321,       158.4286,        22.7950,        91.1802,       164.5263,        95.4671,       179.0887,       261.2167,       258.4871,       453.4417,     81756.6953,     72585.8359,       158.1985,        21.7197,        87.1367,       240.8548,        20.2031,       321.3185,       346.1765,        17.4276,        22.1748,        34.7086,         5.6639,         7.4569,         1.3695,         7.5726,         7.1453,
   2013,         1.0727,       575.2243,       256.7669,       320.0620,       378.0505,         0.0000,       586.8200,        48.9945,       293.1946,       367.6764,       151.3610,        21.0812,        84.3248,       157.1452,        94.8337,       176.3826,       272.7344,       257.8961,       453.4853,     81536.7109,     72654.8203,       151.1011,        22.2593,        88.7061,       235.5039,        18.8654,       300.4449,       322.6483,        16.3040,        22.1959,        32.9617,         3.7697,         7.5994,         0.0000,         7.8494,         6.7472,
   2014,         1.0648,       612.0067,       255.4299,       356.3614,       439.0047,         0.0000,       661.7982,        48.5651,       329.1226,       394.6254,       150.0824,        21.0694,        84.2776,       157.2880,        94.0389,       173.8608,       265.6310,       256.5618,       453.7514,     81298.3359,     72728.5938,       151.2384,        21.7885,        86.2748,       264.9626,        21.9912,       358.1373,       383.0117,        19.4316,        30.8836,        43.4789,         4.3959,         9.5354,         0.0000,        12.8633,         8.4849,
   2015,         1.3433,       772.9037,       371.6281,       397.6302,       473.0188,         0.0467,       717.0987,        92.4669,       460.4644,       304.2308,       208.0151,        32.7225,       130.8901,       174.2079,        98.7413,       192.1228,       249.4034,       252.0327,       445.8611,     81024.7578,     72815.2188,       167.5034,        20.9468,        87.7451,       273.5959,        23.8973,       387.1583,       420.6757,        21.4436,        30.8909,        47.2243,         6.5235,         7.9621,         0.2044,        13.3728,         9.5560,
   2016,         1.6118,       910.6686,       458.2009,       440.9482,       543.1318,         0.0542,       697.7492,       151.8981,       662.8237,       118.4954,       254.9225,        40.6556,       162.6226,       224.5011,       112.9845,       240.4674,       245.9016,       245.7169,       437.4963,     80692.1562,     72918.1250,       215.8624,        23.9953,       109.4895,       313.7499,        26.8014,       437.8382,       481.8790,        24.6976,        31.1206,        51.9726,        11.0814,         7.9863,         3.4326,        13.2099,         9.9244,
   2017,         1.7053,       981.8425,       464.2235,       512.0472,       488.2943,         0.0003,       640.8001,       167.8578,       703.1609,         2.0796,       262.3294,        40.3778,       161.5114,       258.6617,       129.9321,       291.0735,       288.8300,       241.8510,       441.5133,     80366.1406,     73020.7734,       248.7120,        25.0100,       120.1005,       306.4717,        21.4476,       361.0661,       391.2445,        20.1581,         6.8120,        28.9071,        20.7052,         1.1849,        12.2423,         1.7952,         3.8318,
   2018,         1.6579,       840.8351,       421.0226,       419.3276,       519.1602,         0.0292,       634.2989,       165.1255,       616.7529,        22.1159,       243.0012,        35.6043,       142.4172,       259.9086,       143.0447,       322.3611,       336.0401,       241.7875,       463.4916,     80088.3359,     73107.4062,       249.9011,        27.0779,       130.9244,       358.7473,        21.9435,       387.2325,       396.1782,        20.5092,        13.2887,        37.3503,        17.0760,         2.3284,         8.7101,         5.3079,         5.6524,
