"","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1"
"6",21.5346229613986,1.68547080648935,7.78151707981802,36.6482638368483,7.86011779497486,49.9501765830252,80.3608193177913,31.2964902337542,-0.00400071659653381,0.0291900580003395,0.0383731318037899,0.0569196323957657,0.0692433898267433,0.0266931861779597,0.0328158891577144,0.0340237060432066,0.0347703422783278,0.0361200713696724,33.2355362876623,25.7193319356605,49.371122499585,56.6191768267247,53.5330485121302,40.0234036941438,43.8923375404383,7.1933888501865,10.1286035483786,20.7484568991835,3.23080230936265,29.4206758727351,25.477034668652,7.58489249508752,13.6461357277563,18.9489878195482,3.17673211018741,6.95084720463533,5.36813228639306,4.36907301641689
"7",14.2521774744437,1.59099694691951,3.91861107974196,6.64945438097479,7.52230479012456,8.84126506669652,78.4313615491585,32.907345587344,-0.00279889126972638,0.0541614457848172,0.0132286392720509,0.0482065133107767,0.059318036911157,-0.0472640378171517,-0.0387775442286672,-0.0311287680630103,-0.0268948615522955,-0.0245722058103931,34.9009612893006,34.4107083360408,49.7733278960039,57.2758486776036,52.7567938298604,45.4883320245768,50.6477927514447,7.79063876446936,11.5545916814819,18.8239893072128,2.95034175545025,27.188383462489,25.4501919681832,7.60371717541025,9.61596306146874,14.9170172318019,3.90717108840668,4.22688843718112,4.60517239987263,3.48930909594507
"8",7.03886739224014,1.01407076848874,3.6045603889051,2.3771601851919,6.39416624747137,1.69866444613059,72.8375274415567,29.913367930687,-0.00305867223869457,0.0484091310594799,0.0864086702391349,0.0519538465354907,0.0339459880066111,0.0364898035910221,0.0276061512249568,0.0238307576920836,0.0223658130780905,0.0216664663377005,39.3270211718823,23.4115780815391,50.8313792549493,58.4394913472592,52.074892610026,44.240386742505,46.4123637213634,6.38486332079978,11.4703136313782,18.0444922493351,2.63981781299176,26.8003903553935,24.2037193078957,7.26159468089652,10.6725110176525,15.870464510426,3.3242489925551,5.36832607956993,4.35966032309519,3.71910582406631
"61",10.7450320609517,4.55050033373533,7.88275013265083,43.9624126237052,8.33219005091131,68.6840445965353,120.441881929736,41.6048168430233,-0.00214656170198815,-0.0885767018516173,0.127322483115478,0.224504991257296,0.19751588662052,0.0102159010326957,0.0271789087754505,0.0326099713498362,0.0350462885824078,0.0368377472069631,48.3162038943538,26.4092506056804,62.8307492214715,83.8665182010562,71.6678300358342,43.331276147217,41.4643757299602,12.115794942271,15.7616335387261,21.9489421133972,3.38025840060037,38.9616653404968,37.2089376371387,6.39518311991535,11.6577613464973,17.550046974648,2.46957770913177,4.35067491146544,4.48640860280157,4.48603533406111
"71",4.0202516044975,6.20758771149262,2.80242588562707,11.8030723668192,7.47106339481758,19.1590281374138,104.612893692168,37.6830632643519,-0.000511798505499556,0.00655741044040126,0.0499795793627049,0.0991675167214607,0.109745563301227,-0.0194626511146873,-0.0102517287144556,-0.00456054099064163,-0.00101630591217439,0.0014569854011558,48.5825488415424,25.2024282502228,59.1973194853961,77.5582139411614,66.0328291140873,46.0337626624185,43.0613618037412,12.4378228106977,17.7995862993035,18.247084351845,2.78310872845575,35.9276529736577,33.417750447382,5.7317221008139,8.5986082460532,13.7137750480489,2.70804903892316,2.77684464534018,3.69600857758866,3.50094697554393
"81",0.746608904144999,3.7302087533959,2.40093752150105,5.42004337875274,6.34465340511096,7.14843591147542,89.2211843973371,32.2725120395873,-0.00481739583490112,-0.0365298630217818,-0.0169981026011123,0.0229422225587259,0.0402936009829351,0.0142168049901917,0.0188202786718948,0.0222549924316109,0.024307701808155,0.0257085569546339,51.5197833409886,28.2341601634279,57.684435739214,74.9093399383877,57.5094445252774,40.7061911258512,35.7053667683245,8.77414670857234,17.4926664992932,16.1816445322533,2.29136336342442,31.4723661178993,28.4628028653446,4.92316744045569,7.29780207947984,11.3459562946941,1.9712517076995,2.56695746545327,2.90246539523446,3.00154665994544
"62",11.7298280729525,4.6898277347399,8.36226029119026,38.5498844137223,14.1186690274333,107.885677051918,154.345605311735,55.0719676920012,0.0119366732453975,0.0791879109564531,0.290166738399917,0.375142082966315,0.289850174903172,0.117960398882189,0.133303641997208,0.128333379108001,0.122784968129558,0.118434871072258,68.9684656140706,50.7420120544809,81.001442289727,107.190249746081,86.4368362511031,41.4436511784173,36.0908201909528,8.78035619422207,15.530247797828,21.9085936482238,5.81828636288893,48.9900987939278,52.9078553202332,10.824366298016,17.8909139729458,27.4112760042821,5.2595856704802,7.87622078439702,7.16450601765071,7.63922002654715
"72",6.59379090909091,6.39193505792726,3.99410833455155,11.7414210711485,12.1258550879851,35.5332956580344,141.070867255499,57.5621099039763,-0.00937323508829068,0.108563003020678,0.0337208233996327,-0.0113670165323643,-0.0164518165779299,-0.027859571978019,-0.0406432096302618,-0.0333520209263716,-0.0272238450689624,-0.0234947635019949,72.2559292594025,40.6450132943672,76.8323805376007,98.9570305670236,79.3800827045442,44.0885894495067,38.8196636335473,8.86599771584258,14.6231705446557,19.8914731732037,4.54097955252315,43.6124212024299,47.0210531803343,9.77380686708922,12.0089775722053,19.8178603211659,5.27726627521422,4.14174733370924,6.1220684458653,5.55747386126259
"82",3.76067146774376,4.17255881707324,2.87479749813726,9.28897314366637,9.30501305786002,14.64442237996,119.10418484455,51.6878719903134,-0.00659431676065144,-0.0895512367632878,0.0545681251932049,0.0745557240794512,0.0577824386855132,0.0397278631274933,0.0270084607334227,0.0244150373591567,0.0245156740110499,0.0245152157365682,77.1128759222965,42.0793387603305,75.9183595790207,98.1828496073014,74.5999374532067,44.4594367898781,37.756116208891,8.05111040187144,13.8301999779557,20.3261166945018,3.71245349344487,41.2597500284133,42.0732615825479,8.85305628699174,11.6859125943186,18.6691196962097,4.12753862454237,4.92451497719088,4.99814097410786,5.49217509699164
"63",17.047911522044,1.35785812957803,7.1010511592242,39.1060318510516,7.07055761947587,86.8442906850935,170.210623773931,51.1916039147885,0.00771213992399118,-0.098488818900017,0.00481393323030299,0.0493525932665817,-0.0090358483006141,0.0484932791705703,0.067278513278072,0.0627336544490644,0.0571381342081438,0.0526537486455363,48.1878348475052,22.4327852645643,81.1412725594507,92.0913998933482,86.3741910089392,38.9840641945255,35.5677572533956,6.65345199147382,10.6914420872151,20.9371449087111,3.04664019828934,37.9111993323716,53.5979715040079,5.05705497515208,21.5616422925757,33.8925489927694,8.94648451946396,5.53833386084771,13.3763402791337,7.30830360933983
